"voteshare","margin"
"109",48.7108826637268,-94.245457649231
"110",18.1778684258461,-94.0912842750549
"111",25.153374671936,-93.2350635528564
"112",0,-92.0454561710358
"113",49.1820812225342,-90.9565389156342
"114",28.5716950893402,-90.4992520809174
"115",33.9222103357315,-90.1280403137207
"116",22.4049136042595,-89.9606168270111
"117",41.0609751939774,-89.9324774742126
"118",33.5349559783936,-89.3966436386108
"119",18.8932463526726,-89.2357349395752
"120",18.8932463526726,-89.2357349395752
"121",39.908692240715,-87.8174245357513
"122",25.1776218414307,-87.4738276004791
"123",0,-87.2463524341583
"124",38.6593043804169,-87.1428668498993
"125",20.7243084907532,-87.1359407901764
"126",14.7613689303398,-87.082827091217
"127",29.6515852212906,-85.6172204017639
"128",23.147314786911,-85.4746758937836
"129",25.4106312990189,-85.3781461715698
"130",23.0342715978622,-85.2380216121674
"131",25.3509283065796,-84.7843289375305
"132",0,-84.3615293502808
"133",20.2894881367683,-84.1930687427521
"134",0,-83.0080509185791
"135",35.7123851776123,-81.781941652298
"136",0,-81.5766215324402
"137",47.9268282651901,-80.7762205600739
"138",0,-79.9074172973633
"139",47.4578857421875,-78.6847114562988
"140",27.0659953355789,-78.1497836112976
"141",0,-76.0333001613617
"142",0,-75.5874752998352
"143",20.8625495433807,-75.4998445510864
"144",0,-75.0065326690674
"145",0,-74.5238125324249
"146",0,-74.1154968738556
"147",0,-73.7531244754791
"148",11.8838235735893,-73.3390212059021
"149",0,-73.1767296791077
"150",0,-73.0090320110321
"151",0,-72.8788793087006
"152",0,-72.6980566978455
"153",0,-72.5636661052704
"154",0,-72.4441468715668
"155",0,-72.3772883415222
"156",47.4578857421875,-72.1606910228729
"157",0,-72.0449268817902
"158",0,-71.8114852905273
"159",46.4307010173798,-71.2860405445099
"160",0,-70.9415435791016
"161",0,-70.6624865531921
"162",32.128968834877,-70.4772591590881
"163",0,-70.3888893127441
"164",16.4345473051071,-70.2381372451782
"165",0,-70.1362192630768
"166",0,-70.1171517372131
"167",25.4711329936981,-69.4731116294861
"168",0,-69.4409072399139
"169",17.6559373736382,-69.3251848220825
"170",0,-68.7476396560669
"171",0,-68.3362305164337
"172",0,-68.2465195655823
"173",24.1498067975044,-68.0687069892883
"174",0,-67.6292300224304
"175",25.7413893938065,-67.5953269004822
"176",0,-66.6368007659912
"177",40.5151307582855,-66.580069065094
"178",30.1691919565201,-66.5769934654236
"179",46.2319076061249,-66.5412902832031
"180",0,-66.4420068264008
"181",0,-66.2097692489624
"182",0,-66.0931706428528
"183",0,-65.9858822822571
"184",0,-65.9065842628479
"185",0,-65.8094227313995
"186",0,-65.7339453697205
"187",0,-65.5157625675201
"188",0,-65.4325425624847
"189",0,-64.7816240787506
"190",45.0194537639618,-64.6881222724915
"191",0,-64.3008232116699
"192",0,-64.0676617622375
"193",0,-63.8665437698364
"194",0,-63.7986063957214
"195",47.4578857421875,-63.7113451957703
"196",23.9444807171822,-63.690972328186
"197",0,-63.64426612854
"198",0,-63.2261633872986
"199",0,-63.0100965499878
"200",0,-62.5883162021637
"201",50.9916007518768,-62.4750673770905
"202",0,-62.3265445232391
"203",0,-62.2357726097107
"204",0,-61.9921028614044
"205",0,-61.9179427623749
"206",0,-61.8986129760742
"207",38.5215640068054,-61.8957042694092
"208",21.2569400668144,-61.7027521133423
"209",7.31092467904091,-61.6886973381042
"210",0,-61.4606320858002
"211",0,-61.3892316818237
"212",0,-61.3291919231415
"213",28.2027155160904,-61.2122654914856
"214",0,-60.8944058418274
"215",16.3504034280777,-60.7470273971558
"216",37.6899749040604,-60.5325937271118
"217",56.2570452690125,-60.5185508728027
"218",0,-60.4429721832275
"219",50.0537812709808,-60.4020953178406
"220",0,-60.400128364563
"221",0,-60.3401005268097
"222",28.014275431633,-60.2759718894958
"223",37.9871934652328,-60.243034362793
"224",24.0689635276794,-60.2051258087158
"225",16.0506576299667,-60.0255370140076
"226",21.0152626037598,-59.8418116569519
"227",27.9770493507385,-59.7938060760498
"228",0,-59.7901165485382
"229",26.2283653020859,-59.7375750541687
"230",0,-59.6512317657471
"231",25.3093957901001,-59.6065044403076
"232",0,-59.4870865345001
"233",0,-59.4290018081665
"234",25.9113967418671,-59.0806722640991
"235",0,-58.8491320610046
"236",31.7879945039749,-58.6134970188141
"237",47.6869076490402,-58.5212826728821
"238",0,-58.353865146637
"239",32.5228750705719,-58.3497881889343
"240",0,-58.3201169967651
"241",0,-58.2749009132385
"242",27.3146539926529,-58.1490993499756
"243",25.3912895917892,-58.0828666687012
"244",48.8661646842957,-58.0639004707336
"245",0,-58.0464482307434
"246",0,-58.0397248268127
"247",47.8115618228912,-58.0074608325958
"248",0,-57.8843951225281
"249",0,-57.8239023685455
"250",14.7735595703125,-57.7092051506042
"251",0,-57.5434803962708
"252",62.2450351715088,-57.5077891349792
"253",0,-57.4861168861389
"254",40.8531129360199,-57.455575466156
"255",22.5461810827255,-57.3884248733521
"256",0,-57.3354959487915
"257",30.2278846502304,-57.1767449378967
"258",29.1674822568893,-57.1650981903076
"259",41.090127825737,-57.1114897727966
"260",25.0123083591461,-57.1053147315979
"261",0,-57.0737600326538
"262",40.7451689243317,-57.0434808731079
"263",0,-56.9912672042847
"264",0,-56.9492995738983
"265",19.0361931920052,-56.9346189498901
"266",20.9893465042114,-56.8870067596436
"267",21.2441056966782,-56.6635847091675
"268",32.4416607618332,-56.5491795539856
"269",25.092676281929,-56.4424276351929
"270",57.1127593517303,-56.4163088798523
"271",0,-56.3614428043365
"272",0,-56.3160061836243
"273",22.8011220693588,-56.315803527832
"274",0,-56.197851896286
"275",0,-56.1967551708221
"276",0,-56.1884045600891
"277",61.492133140564,-56.1682224273682
"278",28.6574482917786,-56.1508893966675
"279",20.7311600446701,-56.0211300849915
"280",0,-56.0201287269592
"281",0,-56.011164188385
"282",0,-55.9011697769165
"283",0,-55.7633221149445
"284",24.0156874060631,-55.6651055812836
"285",82.7281892299652,-55.6005835533142
"286",22.2866117954254,-55.5994272232056
"287",25.4462480545044,-55.5991291999817
"288",24.8180642724037,-55.4267764091492
"289",0,-55.3562998771667
"290",0,-55.3072869777679
"291",0,-55.2804589271545
"292",23.5637024044991,-55.271852016449
"293",19.3783551454544,-55.2706480026245
"294",17.083366215229,-54.9979448318481
"295",0,-54.9076318740845
"296",22.6285591721535,-54.8845052719116
"297",0,-54.8536539077759
"298",24.4875445961952,-54.8171758651733
"299",23.7879887223244,-54.6853303909302
"300",33.7903589010239,-54.6594262123108
"301",0,-54.6395182609558
"302",0,-54.62766289711
"303",0,-54.582816362381
"304",2.44585070759058,-54.5435667037964
"305",46.0248827934265,-54.4979691505432
"306",0,-54.4962763786316
"307",25.7782191038132,-54.4491112232208
"308",26.3653010129929,-54.4360160827637
"309",0,-54.4298529624939
"310",25.3369510173798,-54.224419593811
"311",23.1372430920601,-54.060697555542
"312",0,-54.0245890617371
"313",49.1820812225342,-53.9728343486786
"314",36.6497904062271,-53.9599657058716
"315",0,-53.9596676826477
"316",0,-53.7573456764221
"317",29.3812900781631,-53.7571430206299
"318",27.6699781417847,-53.705370426178
"319",33.6374700069427,-53.6246478557587
"320",49.1820812225342,-53.6047577857971
"321",0,-53.3942103385925
"322",21.915890276432,-53.3165574073792
"323",0,-53.2952308654785
"324",26.6299486160278,-53.1684160232544
"325",22.6702839136124,-53.1295955181122
"326",31.7901492118835,-53.1025528907776
"327",0,-53.1024813652039
"328",0,-53.0380845069885
"329",35.6057554483414,-52.960205078125
"330",21.4442580938339,-52.6765465736389
"331",0,-52.6727020740509
"332",0,-52.645617723465
"333",0,-52.6168406009674
"334",23.4809592366219,-52.6034474372864
"335",27.1639764308929,-52.5333881378174
"336",0,-52.4690747261047
"337",43.7656283378601,-52.4240255355835
"338",23.9781141281128,-52.4105191230774
"339",0,-52.35475897789
"340",24.7533738613129,-52.3535192012787
"341",21.2057545781136,-52.2855997085571
"342",27.9359966516495,-52.2402286529541
"343",34.6089154481888,-52.1438598632812
"344",22.426638007164,-52.0548760890961
"345",27.2640138864517,-52.0222544670105
"346",27.1150499582291,-51.985627412796
"347",0,-51.9667685031891
"348",0,-51.788455247879
"349",16.7558446526527,-51.7852902412415
"350",0,-51.7626881599426
"351",0,-51.710456609726
"352",38.8800233602524,-51.7003893852234
"353",0,-51.6640901565552
"354",0,-51.641583442688
"355",34.8039329051971,-51.6103982925415
"356",0,-51.5957534313202
"357",0,-51.5816450119019
"358",18.5897335410118,-51.5413701534271
"359",32.9603731632233,-51.5402793884277
"360",24.3912547826767,-51.3928294181824
"361",44.7431832551956,-51.3791143894196
"362",0,-51.3589024543762
"363",24.0046009421349,-51.2923002243042
"364",0,-51.2473821640015
"365",0,-51.220428943634
"366",26.9017249345779,-51.139360666275
"367",30.8044642210007,-51.0980606079102
"368",0,-50.7912993431091
"369",0,-50.7788121700287
"370",25.9933024644852,-50.7699728012085
"371",26.3191014528275,-50.7692337036133
"372",0,-50.7367253303528
"373",25.7610350847244,-50.712251663208
"374",31.7527383565903,-50.6911277770996
"375",28.8098454475403,-50.6503224372864
"376",37.628898024559,-50.6412267684937
"377",22.7425128221512,-50.4866123199463
"378",0,-50.3638744354248
"379",29.4712334871292,-50.3231287002563
"380",40.7994329929352,-50.2861142158508
"381",30.0483167171478,-50.2614498138428
"382",27.5195926427841,-50.2403020858765
"383",24.6153846383095,-50.191593170166
"384",23.207876086235,-50.1349687576294
"385",30.9076249599457,-50.1015782356262
"386",0,-50.0824570655823
"387",0,-49.9944388866425
"388",27.9958754777908,-49.9942660331726
"389",28.4338682889938,-49.9822616577148
"390",41.9727325439453,-49.9697089195251
"391",9.36901643872261,-49.9666094779968
"392",0,-49.9527931213379
"393",28.842306137085,-49.9439239501953
"394",29.4986218214035,-49.9438732862473
"395",49.1820812225342,-49.9411523342133
"396",33.4089159965515,-49.8805403709412
"397",0,-49.8146444559097
"398",26.5384048223495,-49.7920095920563
"399",0,-49.6816426515579
"400",48.4579294919968,-49.6459484100342
"401",39.5904362201691,-49.6201038360596
"402",32.736748456955,-49.5026051998138
"403",26.1243611574173,-49.4347006082535
"404",24.2063090205193,-49.383944272995
"405",29.4983178377151,-49.3812084197998
"406",26.756763458252,-49.3260979652405
"407",0,-49.2733597755432
"408",23.1646031141281,-49.2174237966537
"409",30.5281400680542,-49.1618037223816
"410",30.5281400680542,-49.1618037223816
"411",0,-49.1485923528671
"412",23.6392796039581,-49.1368532180786
"413",25.6607294082642,-49.1312026977539
"414",26.0214030742645,-49.1075038909912
"415",29.3402582406998,-49.0583330392838
"416",40.1153445243835,-49.0550398826599
"417",0,-49.0005642175674
"418",19.3343997001648,-48.9961564540863
"419",21.7254087328911,-48.9265531301498
"420",24.9325126409531,-48.8505005836487
"421",20.9585666656494,-48.7665802240372
"422",19.393864274025,-48.6709713935852
"423",37.1220022439957,-48.659884929657
"424",28.8000732660294,-48.6161947250366
"425",26.0214537382126,-48.5135167837143
"426",0,-48.493567109108
"427",42.5265431404114,-48.4435647726059
"428",30.6691020727158,-48.4412580728531
"429",24.6929332613945,-48.3369559049606
"430",32.2855323553085,-48.3351469039917
"431",28.9278328418732,-48.3066618442535
"432",31.6126644611359,-48.2915669679642
"433",27.8548687696457,-48.2349127531052
"434",19.9872300028801,-48.2247292995453
"435",35.5393350124359,-48.2066184282303
"436",33.0138593912125,-48.143595457077
"437",0,-48.0841636657715
"438",0,-48.0461001396179
"439",33.8746190071106,-47.9571938514709
"440",0,-47.9570955038071
"441",30.6988954544067,-47.9546576738358
"442",37.1015846729279,-47.8584438562393
"443",25.6347358226776,-47.8462129831314
"444",37.9163384437561,-47.7535992860794
"445",32.7152192592621,-47.6694703102112
"446",22.4095642566681,-47.543266415596
"447",17.6471427083015,-47.4640607833862
"448",0,-47.4462389945984
"449",26.0399520397186,-47.4253177642822
"450",30.2647411823273,-47.4161833524704
"451",33.0954015254974,-47.4157005548477
"452",33.3102762699127,-47.3618000745773
"453",33.6769133806229,-47.3611503839493
"454",0,-47.286856174469
"455",47.2475677728653,-47.2773790359497
"456",21.7787846922874,-47.2467541694641
"457",23.6598029732704,-47.1807152032852
"458",35.4679226875305,-47.1574068069458
"459",29.7954052686691,-47.1520662307739
"460",39.9077534675598,-47.1461743116379
"461",27.7865618467331,-47.1272706985474
"462",19.5565208792686,-47.0278948545456
"463",45.7662224769592,-46.9825714826584
"464",22.2638145089149,-46.9631403684616
"465",51.0087609291077,-46.939218044281
"466",25.2202183008194,-46.8777537345886
"467",26.6281425952911,-46.8726307153702
"468",39.5238280296326,-46.8630820512772
"469",19.8620110750198,-46.8013852834702
"470",29.8393040895462,-46.7847585678101
"471",29.0554344654083,-46.7846423387527
"472",37.9405528306961,-46.7844843864441
"473",20.89803814888,-46.7437148094177
"474",46.6404289007187,-46.7401027679443
"475",42.5080686807632,-46.7373251914978
"476",34.0302616357803,-46.7264890670776
"477",28.863263130188,-46.6992557048798
"478",81.082421541214,-46.6247469186783
"479",0,-46.566367149353
"480",33.9817315340042,-46.5637534856796
"481",33.2619994878769,-46.5401649475098
"482",49.0063309669495,-46.5225219726562
"483",0,-46.4864730834961
"484",29.4390499591827,-46.4618414640427
"485",26.5974938869476,-46.4583545923233
"486",0,-46.4510917663574
"487",48.0486392974854,-46.4450478553772
"488",28.2234787940979,-46.4307725429535
"489",0,-46.3766664266586
"490",41.8678522109985,-46.3699132204056
"491",33.2024961709976,-46.340349316597
"492",29.5627892017365,-46.3103294372559
"493",34.7118079662323,-46.3078260421753
"494",40.0657504796982,-46.2313503026962
"495",25.333645939827,-46.2095499038696
"496",45.9465831518173,-46.1511850357056
"497",25.1009255647659,-46.1386352777481
"498",20.9969326853752,-46.1112201213837
"499",53.8072347640991,-46.0866451263428
"500",33.7441504001617,-46.0222393274307
"501",51.0087609291077,-46.0181951522827
"502",32.6538294553757,-46.0118144750595
"503",0,-46.0055410861969
"504",30.8555424213409,-45.9774494171143
"505",29.5596420764923,-45.9567278623581
"506",32.1680933237076,-45.9490090608597
"507",0,-45.9400296211243
"508",22.1997082233429,-45.8590775728226
"509",28.389099240303,-45.7769870758057
"510",36.5265339612961,-45.7730412483215
"511",22.7518603205681,-45.7698971033096
"512",20.4596653580666,-45.6764340400696
"513",32.3907852172852,-45.6720471382141
"514",22.4147632718086,-45.5768346786499
"515",37.4040126800537,-45.4808682203293
"516",42.0272260904312,-45.4719692468643
"517",35.1866185665131,-45.4434245824814
"518",41.5871292352676,-45.4263180494308
"519",0,-45.3706294298172
"520",24.2496877908707,-45.3337818384171
"521",0,-45.3162223100662
"522",24.8798489570618,-45.2408105134964
"523",27.0896822214127,-45.2261239290237
"524",26.3565719127655,-45.2172130346298
"525",24.5823338627815,-45.1980262994766
"526",0,-45.1454162597656
"527",48.5150963068008,-45.1271861791611
"528",20.5013439059258,-45.1079249382019
"529",15.6650185585022,-45.0572729110718
"530",34.8313242197037,-45.0052380561829
"531",39.7927701473236,-44.9738293886185
"532",36.7972880601883,-44.9692100286484
"533",30.7853579521179,-44.960817694664
"534",26.2490719556808,-44.8912352323532
"535",29.428893327713,-44.7682470083237
"536",31.8596571683884,-44.7656780481339
"537",32.1746677160263,-44.7377115488052
"538",23.4377041459084,-44.7107166051865
"539",23.3860105276108,-44.6968048810959
"540",23.6617267131805,-44.6945309638977
"541",37.4721974134445,-44.6857839822769
"542",26.7984241247177,-44.6824103593826
"543",35.5822086334229,-44.6295768022537
"544",19.8784843087196,-44.6114540100098
"545",38.0375057458878,-44.599449634552
"546",26.7745584249496,-44.5937395095825
"547",31.2868148088455,-44.5618182420731
"548",28.944057226181,-44.5397853851318
"549",25.9208351373672,-44.5115298032761
"550",0,-44.4735795259476
"551",30.4115504026413,-44.3422347307205
"552",30.4662883281708,-44.3242162466049
"553",41.3129687309265,-44.2932635545731
"554",21.8419969081879,-44.277286529541
"555",59.21391248703,-44.2464977502823
"556",0,-44.2340046167374
"557",29.2507648468018,-44.2055910825729
"558",59.4557464122772,-44.1795110702515
"559",27.4548321962357,-44.1787004470825
"560",26.6077518463135,-44.1549837589264
"561",25.470831990242,-44.1280096769333
"562",9.51758474111557,-44.1100388765335
"563",31.6880583763123,-44.0662384033203
"564",34.4586461782455,-43.9909905195236
"565",23.0576917529106,-43.9320415258408
"566",25.9527713060379,-43.8706129789352
"567",28.2873749732971,-43.7690049409866
"568",30.2048742771149,-43.7075704336166
"569",29.9426317214966,-43.6817228794098
"570",36.2064570188522,-43.6537027359009
"571",28.1578153371811,-43.6413496732712
"572",27.8767496347427,-43.6276406049728
"573",34.0630859136581,-43.555411696434
"574",31.354433298111,-43.5337632894516
"575",37.281808257103,-43.5206353664398
"576",28.3051669597626,-43.4840470552444
"577",28.8701146841049,-43.4792399406433
"578",0,-43.4663534164429
"579",0,-43.448069691658
"580",41.81909263134,-43.4252500534058
"581",25.743243098259,-43.4017688035965
"582",31.9579154253006,-43.3620691299438
"583",28.3503800630569,-43.300724029541
"584",34.1980963945389,-43.2992428541183
"585",36.7733269929886,-43.2675510644913
"586",30.8600932359695,-43.243682384491
"587",31.5093159675598,-43.2362049818039
"588",24.2188721895218,-43.2218044996262
"589",32.8940778970718,-43.1621909141541
"590",29.4010400772095,-43.1538492441177
"591",40.3898268938065,-43.1429415941238
"592",33.8013023138046,-43.1322664022446
"593",25.3170728683472,-43.0692762136459
"594",28.7307411432266,-43.0396348237991
"595",48.8389313220978,-43.0162191390991
"596",48.4400391578674,-43.0123001337051
"597",54.5434713363647,-42.9337352514267
"598",25.637474656105,-42.9013460874557
"599",31.4035832881927,-42.9012268781662
"600",45.1822340488434,-42.8335964679718
"601",36.6393774747849,-42.8237944841385
"602",24.0334793925285,-42.817547917366
"603",26.4096409082413,-42.7856892347336
"604",36.3204002380371,-42.7734285593033
"605",32.9311192035675,-42.7635788917542
"606",0,-42.7484571933746
"607",19.6541056036949,-42.7385807037354
"608",27.8829962015152,-42.6851034164429
"609",31.824517250061,-42.655935883522
"610",25.91712474823,-42.5821900367737
"611",31.8584620952606,-42.5092607736588
"612",27.4009853601456,-42.4754738807678
"613",25.6919026374817,-42.4209386110306
"614",28.8536906242371,-42.3803091049194
"615",23.9740878343582,-42.3644006252289
"616",0,-42.3597574234009
"617",29.2018741369247,-42.3534005880356
"618",26.5303909778595,-42.3479080200195
"619",25.4315733909607,-42.3402070999146
"620",51.0087609291077,-42.3153877258301
"621",26.6712486743927,-42.3070102930069
"622",30.3716003894806,-42.2854900360107
"623",36.2229138612747,-42.2793060541153
"624",34.4686776399612,-42.2597736120224
"625",24.6328234672546,-42.232209444046
"626",27.4051517248154,-42.1978861093521
"627",29.8419654369354,-42.1443343162537
"628",35.5794489383698,-42.1300977468491
"629",0,-42.1097755432129
"630",31.8212777376175,-42.0936852693558
"631",44.5014387369156,-42.0027822256088
"632",21.4335799217224,-41.9386476278305
"633",47.0006138086319,-41.8865233659744
"634",37.763512134552,-41.8538153171539
"635",53.8647770881653,-41.8294459581375
"636",47.2786337137222,-41.7904615402222
"637",27.386936545372,-41.7797684669495
"638",39.5282596349716,-41.7542636394501
"639",37.1971815824509,-41.7540282011032
"640",43.7871307134628,-41.7326301336288
"641",42.2310918569565,-41.6940718889236
"642",29.2019098997116,-41.6783779859543
"643",0,-41.6650384664536
"644",0,-41.6362076997757
"645",34.0480834245682,-41.5962487459183
"646",28.4877806901932,-41.596183180809
"647",27.7031123638153,-41.4912641048431
"648",27.685210108757,-41.4877206087112
"649",32.6057434082031,-41.433510184288
"650",21.6082289814949,-41.4064884185791
"651",41.0550028085709,-41.3672655820847
"652",28.9647370576859,-41.3635760545731
"653",30.5324733257294,-41.3494795560837
"654",40.0275141000748,-41.3287848234177
"655",39.7088080644608,-41.2727266550064
"656",0,-41.2547379732132
"657",34.1712415218353,-41.2429362535477
"658",27.8288811445236,-41.2374228239059
"659",30.1159113645554,-41.2174761295319
"660",0,-41.1972880363464
"661",54.0138781070709,-41.1937355995178
"662",35.6730967760086,-41.142213344574
"663",21.3010042905807,-41.0784125328064
"664",27.1657735109329,-41.021254658699
"665",32.5956761837006,-40.9616857767105
"666",34.8495811223984,-40.9340709447861
"667",28.3662229776382,-40.8807158470154
"668",27.617159485817,-40.8744215965271
"669",37.9073262214661,-40.870127081871
"670",25.8308440446854,-40.8509105443954
"671",28.897026181221,-40.7968699932098
"672",46.4590072631836,-40.7878994941711
"673",34.2543870210648,-40.7642126083374
"674",31.2362104654312,-40.7324939966202
"675",35.9982132911682,-40.7251983880997
"676",45.0934320688248,-40.700626373291
"677",43.8744306564331,-40.6471371650696
"678",38.2170498371124,-40.5970335006714
"679",30.4016202688217,-40.5677616596222
"680",38.6823803186417,-40.5611723661423
"681",41.0276681184769,-40.5544102191925
"682",26.5202552080154,-40.4909819364548
"683",23.4951019287109,-40.4091864824295
"684",36.1188024282455,-40.4056191444397
"685",29.7429025173187,-40.3226286172867
"686",34.1956198215485,-40.3213888406754
"687",40.7358676195145,-40.3160691261292
"688",29.6808451414108,-40.3132438659668
"689",43.4131056070328,-40.2779012918472
"690",29.8255771398544,-40.2545660734177
"691",33.4847867488861,-40.2522474527359
"692",34.016415476799,-40.2305543422699
"693",33.1930071115494,-40.2007162570953
"694",28.8341701030731,-40.1846826076508
"695",31.5043836832047,-40.1192188262939
"696",26.4089912176132,-40.112367272377
"697",40.6532347202301,-40.0190502405167
"698",28.5899072885513,-39.8811310529709
"699",27.6180356740952,-39.7892951965332
"700",0,-39.7375583648682
"701",43.9570546150208,-39.7232204675674
"702",31.1616539955139,-39.7067457437515
"703",20.9680482745171,-39.6616131067276
"704",26.9244074821472,-39.5902514457703
"705",45.2440947294235,-39.5659655332565
"706",24.8692750930786,-39.5442336797714
"707",37.8535538911819,-39.5341694355011
"708",35.2861106395721,-39.4439309835434
"709",37.5001192092896,-39.4305109977722
"710",46.4536756277084,-39.4057065248489
"711",31.0705244541168,-39.3768012523651
"712",0,-39.3519312143326
"713",32.3839455842972,-39.343723654747
"714",40.6831055879593,-39.3149584531784
"715",43.9927935600281,-39.2701268196106
"716",44.6946144104004,-39.2679542303085
"717",31.1296314001083,-39.2438411712646
"718",28.9270997047424,-39.216285943985
"719",33.0150544643402,-39.212441444397
"720",28.418904542923,-39.1989946365356
"721",0,-39.1967624425888
"722",24.7134849429131,-39.141258597374
"723",35.2908551692963,-39.1017764806747
"724",41.5063321590424,-39.0711098909378
"725",36.700451374054,-39.0509963035583
"726",25.9093582630157,-38.989719748497
"727",39.471447467804,-38.9613777399063
"728",0,-38.960936665535
"729",31.8191289901733,-38.9437198638916
"730",31.8191289901733,-38.9437198638916
"731",26.599308848381,-38.9224529266357
"732",39.5947217941284,-38.9045476913452
"733",33.203399181366,-38.8816207647324
"734",32.6525181531906,-38.8253211975098
"735",0,-38.804417848587
"736",0,-38.804417848587
"737",41.0445362329483,-38.7714803218842
"738",31.213903427124,-38.7107461690903
"739",35.1040303707123,-38.7045472860336
"740",24.6544376015663,-38.614547252655
"741",29.5970737934113,-38.5345667600632
"742",33.4704995155334,-38.5015100240707
"743",30.3060412406921,-38.4849548339844
"744",27.5154799222946,-38.4123831987381
"745",30.420458316803,-38.3385121822357
"746",0,-38.30406665802
"747",40.455350279808,-38.2856369018555
"748",31.8181276321411,-38.2549285888672
"749",0,-38.2548630237579
"750",30.8965086936951,-38.1952852010727
"751",33.2382917404175,-38.194152712822
"752",31.2541604042053,-38.1869077682495
"753",0,-38.1847500801086
"754",40.9613341093063,-38.1782978773117
"755",29.5649379491806,-38.1578058004379
"756",37.6311659812927,-38.1337285041809
"757",33.7357223033905,-38.1201714277267
"758",27.2782891988754,-37.9716485738754
"759",46.650892496109,-37.965053319931
"760",33.0892831087112,-37.9427462816238
"761",33.4820568561554,-37.9043221473694
"762",19.8974341154099,-37.8638863563538
"763",19.7785153985023,-37.7559661865234
"764",31.4718186855316,-37.7407342195511
"765",35.9046757221222,-37.712088227272
"766",27.9028743505478,-37.6985728740692
"767",36.3148897886276,-37.6886248588562
"768",34.1449171304703,-37.6766920089722
"769",38.5152548551559,-37.640368938446
"770",38.9870494604111,-37.6340746879578
"771",41.4131820201874,-37.5898540019989
"772",26.0768920183182,-37.5275820493698
"773",27.1134793758392,-37.4971866607666
"774",30.8621525764465,-37.4492824077606
"775",31.1163514852524,-37.4263674020767
"776",0,-37.3908132314682
"777",35.2898269891739,-37.3859316110611
"778",35.0783705711365,-37.3423218727112
"779",31.9267779588699,-37.3414576053619
"780",34.0658932924271,-37.3302340507507
"781",45.7662224769592,-37.3217225074768
"782",13.4280011057854,-37.3132109642029
"783",33.70720744133,-37.2640877962112
"784",48.5483169555664,-37.2515082359314
"785",32.0753395557404,-37.2486114501953
"786",50.9055495262146,-37.2337937355042
"787",29.2561382055283,-37.232831120491
"788",32.3628962039948,-37.1656537055969
"789",37.1545433998108,-37.0872020721436
"790",32.6432079076767,-37.0783537626266
"791",33.4685653448105,-37.0611786842346
"792",28.0725866556168,-37.0404541492462
"793",30.6423842906952,-37.0156228542328
"794",0,-36.9973868131638
"795",27.6568710803986,-36.9912356138229
